codarticolo,descrizione,anima,copertura,spire_reali,velocita calcolata,kg_ora,spandex,ciclo,no_cicli,ore_levata,Divisore,peso elastomero,Peso spola,programma ribobinatura S,programma ribobinatura Z,programma termofissaggio,kw tempo,kw percentuale,fine validita
X17-4489ZF,"Ro44/110f40 Z tpm 800 st. 3,2(DC)",Roica 44 D845,110f40 viscosa cinese op.,800,8500,"2,1","0,82",6 x 4 gg + 18 h (683),6,"113,83",,580,840,,58,4,,,
X17-4495ZN,"Cr44/22f7 Z tpm 1500 st. 3,6 (DG)",Creora 44 H350,22f7 test. S PA66,1500,19000,"0,67","0,88",3 x 8 gg + 22 h (642),3,214,,550,370,,32,,,,
X17-5095S+ZF,"Ly50/44f13 S+Z tpm 1750 st. 3,6 (DG)",Lycra 50 902C,44f13 parallelo PA 66,1680,18900,"1,03","0,9",3 x 6 gg + 22 h (500),3,"166,67",,450,520,35,35,3,,,
X17-5095SF,"Ly50/44f13 S+Z tpm 1750 st. 3,6 (DG)",Lycra 50 902C,44f13 parallelo PA 66,1680,18900,"1,03","0,9",3 x 6 gg + 22 h (500),3,"166,67",,450,520,35,,3,,,
X17-5095ZF,"Ly50/44f13 S+Z tpm 1750 st. 3,6 (DG)",Lycra 50 902C,44f13 parallelo PA 66,1680,18900,"1,03","0,9",3 x 6 gg + 22 h (500),3,"166,67",,450,520,,35,3,,,
X17-7895S+ZN,"Ly78/44F34 SZ tpm 900 st. 4,2 (EC)",Lycra 78 162C,44f34 test. S+Z PA 66,855,13200,"1,49","1,61",2 x 6 gg +20 h (329),2,"164,5",,530,690,,25,,,,
X17-7898ZF,"Ly78/22f7 Z tpm 1550 st. 4,0 (EA)",Lycra 78 162C,22f7 parallelo PA 66,1500,21000,"0,89","1,55",2 x 7 gg  +1 h (339),2,"169,5",,530,330,,48,9,,,
X17-7898ZN,"Ly78/22f7 Z tpm 1550 st. 4,0 (EA)",Lycra 78 162C,22f7 parallelo PA 66,1500,21000,"0,89","1,55",2 x 7 gg  +1 h (339),2,"169,5",,530,330,,48,,,,
X18-0002ZN,"PA22/44f34 Z tpm 600 st. 1,0 (BA)",PA 6.6 22f7 test. S,44f34 test. S PA 66,600,11000,"1,92","2,42",1 x 2 gg + 2 h (50),1,50,,,252,,38,,,,
X18-1301ZN,"Ly13/44f34 Z tpm 900 st. 2,8 (CI)",Lycra 13 16LL,44f34 test. S PA 66,855,17000,"1,52","0,51",11 x 2 gg + 23 h (783),11,71,,411,386,,23,,,,
X18-1301ZN2,"Ly13/44f34 Z tpm 900 st. 2,8 (CI)",Lycra 13 16LL,44f34 test. S PA 66,855,17000,"1,52","0,51",11 x 2 gg + 23 h (783),11,71,,411,386,,23,,,,
X18-15601DN,"Ly156/17f5 par dc tpm 1823 st. 3,45 (DEF)",Lycra 156 162C,17f5 parallelo  PA 66,1823,18600,"0,6","2,75",2 x 8 gg + 17 h (417),2,193,,1063,230,,30,,,,
X18-15602DN,"Ly156/13f5 dc tpm 1700 st. 3,2 (DC)",Lycra 156 162C,13f5 test. S+Z PA 66,1700,16500,"0,61","2,89",2 x 7 gg + 18 h (372),2,186,,1063,172,,30,,,,
X18-2203S+ZN2,"KLC22/11f7 S+Z tpm 1900 st. 2,8 (CI)",Mobilon 22 KLC,11f7 parallelo PA 66 nero,1810,21000,"0,35","0,56",2 x 16 gg (771),2,"385,5",,435,305,36,17,,,,
X18-2203ZF2,"KLC22/11f7 Z tpm 1900 st. 2,8 (CI)",Mobilon 22 KLC,11f7 parallelo PA 66 nero,1810,21000,"0,35","0,56",2 x 16 gg (771),2,"385,5",,435,305,,17,11,,,
X18-2203ZN2,"KLC22/11f7 Z tpm 1900 st. 2,8 (CI)",Mobilon 22 KLC,11f7 parallelo PA 66 nero,1810,21000,"0,35","0,56",2 x 16 gg (771),2,"385,5",,435,305,,17,,,,
X18-2208SN,"Cr22/78f68 S tpm 500 st. 3,2 (DC)",Creora 22 H350,78f68 Z breeze gg PA 66,500,12000,"3,42","1,01",8 x 2 gg + 20 h (545),8,68,,550,845,16,,,,,
X18-2208SN1+SN2,"Cr22/78f68 S tpm 500 st. 3,2 (DC)",Creora 22 H350,78f68 Z breeze  PA 66gg e nero,500,12000,"3,42","1,01",8 x 2 gg + 20 h (545),8,68,,550,845,16,,,,,
X18-2208ZN2,"Cr22/78f68 Z tpm 500 st. 3,2 (DC)",Creora 22 H350,78f68 S breeze PA 66 nero,500,12000,"3,42","1,01",8 x 2 gg + 20 h (545),8,68,,550,845,,23,,,,
X18-31005ZN,"Ly310/11f7 Z tpm 1250 st. 3,34 (DDE)",Lycra 310 162C,11f7 test. S PA 66,1250,15000,"1,97","6,82",2 x 3 gg + 4 h (153),1,153,,1046,130,,,,,,
X18-33001ZF1+ZF2,"Ly330/22f7 Z tpm 1400 st. 4,2 (EC)",Lycra 330 902C,22f7 test. S e 22f10 nero PA 66,1400,19000,"2,41","7,46",1 x 5 gg + 5 h (125),1,125,,947,245,,26,4,,,
X18-33001ZN,"Ly330/22f7 Z tpm 1400 st. 4,2 (EC)",Lycra 330 902C,22f7 test. S e 22f10 nero PA 66,1400,19000,"2,41","7,46",1 x 5 gg + 5 h (125),1,125,,947,245,,26,,,,
X18-4401S+Z,"Ro44/22f7 S+Z tpm 1640 st. 3,6 (DG)",Roica 44 B845,22f7 parallelo PA 66,1480,21000,"0,75","0,98",3 x 8 gg (574),3,"191,33",,560,376,9,32,,,,
X18-4403S+ZN,"Ro44/44f34 S+Z tpm 650 st. 3,2 (DC)",Roica 44 B845,44f34 test. S+Z PA 66,650,11800,"1,65","1,41",2 x 6 gg + 22 h (333),2,"166,5",,560,840,22,41,,,,
X18-4405DN,"Ro44/44f34 DC tpm 2400 st. 3,6 (DG)",Roica 44 B845,44f34 test. S+Z PA 66,2300,15800,"0,55","0,48",7 x 8 gg + 15 h (1452),7,"207,43",,560,415,,48,,,,
X18-4405DN+DN2,"Ro44/50f34 dc tpm 2400 st. 3,6 (DG)",Roica 44 B845,50f34 test. S+Z  PA 66 nero,2300,15800,"0,61","0,48",6 x 7 gg + 9 h (1241),6,"206,83",,560,415,,48,,,,
X18-4406V2SN,"Ro44/16f10 S tpm 1250 st. 2,9 (CL)",Roica 44 C805,16f10 test. Z PA 66,1250,18500,"0,75","1,23",2 x 8 gg + 15 h (412),2,206,,500,335,,52,,,,
X18-7803ZN,"El78/78f18 Z tpm 900 st. 4,0 (EA)",Creora 78 H350,78f18 test. S PA 6 vari colori,855,13200,"2,37","1,71",4 x 3 gg + 17 h (357),3,119,,550,815,,25,,,,
X19-2281V4S+Z,"KL22/13f10 S+Z  tpm 1500 st. 2,8 (CI)",Mobilon 22 KL,13f14 parallelo PA 66,1480,18500,"0,43","0,62",3 x 9 gg + 19 h (706),3,"235,33",,435,251,36,17,,,,
X19-2288ZN,"Ro22/78f18 Z tpm 500 st. 3,2 (DC)",Roica 22 B845,78f18 test. S PA 6,500,11000,"3,04","0,82",9 x 2 gg + 20 h (610),9,"67,78",,510,752,,23,,,,
X19-2291DN,"Ly22/5f3 DC tpm 2700 st. 2,8 (CI)",Lycra 22 16AL,5f3 POY PA 66,2580,22000,"0,12","0,39",2 x 16 gg+ 20 h (808),2,404,,320,110,,29,,,,
X19-2292S+Z,"K22/13f10 S+Z tpm 1900 st. 2,8 (CI)",Mobilon 22 K,13f10 parallelo PA 66,1810,21000,"0,39","0,56",3 x 11 gg +14 h (833),3,"277,67",,440,265,36,17,,,,
X19-2499SN2,"XLA24/22f10 S tpm 900 st. 3,2 (DC)",XLA 24 xla,22f10 test. Z nero PA 66,880,18500,"0,99","0,93",2 x 4 gg + 12 h (216),2,108,,200,,39,,,,,
X19-2499V2SN2,"XLA24/22f10 S tpm 900 st. 3,4 (DE)",XLA 24 xla,22f10 test. Z nero PA 66,880,17500,"1,03","0,85",2 x 4 gg + 21 h (234),2,117,,200,370,39,,,,,
X19-4490S+ZN,"Ro44/40f40 S+Z tpm 550 st. 3,6 (DG)",Roica 44 B845,40f40 test. S+Z PA 66,550,13000,"1,9","1,6",5 x 2 gg + 22 h (351),5,"70,2",,560,440,RD,RD,,,,
X19-4491V2SF+ZF,"Ly44/22f20 S+Z tpm 1600 st. 3,4 (DE)",Lycra 44 162C,22f20 parallelo PA 66,1600,16500,"0,57","0,78",3 x 9 gg  (646),3,216,,517,310,2,1,16,,,
X19-4492S+ZN2,"Ro44/44f10 S+Z tpm 900 st. 3,6 (DG)",Roica 44 B845,44f10 test. S  PA 6 nero,900,14300,"1,36","1,03",6 x 3gg + 19 h (544),6,"90,67",,560,390,2,1,,,,
X19-4492SN2,"Ro44/44f10 S tpm 900 st. 3,6 (DG)",Roica 44 B845,44f10 test. S  PA 6 nero,900,14300,"1,36","1,03",6 x 3gg + 19 h (544),6,"90,67",,560,390,2,,,,,
X20-13002DN-W012,"Ly130/167f48 tpm 800 st. 4,15 (EBF)",Lycra 130 902C,167f48 PES tinto filo bianco ottico,780,7500,"4,79","2,64",9 x 1 gg + 20 h (400),9,44,,1046,790,,44,,,,
X20-13004DN,"Ly130/44f13x2 dc tpm 1000 st. 4,2 (EC)",Lycra 130 902C,44f13x2 test. PA 66 vari colori,1000,13500,"2,32","2,44",9 x 2 gg (432),9,48,,1046,380,,44,,,,
X20-13004DN-E80,"Ly130/44f13x2 dc tpm 1000 st. 4,2 (EC)",Lycra 130 902C,44f13x2 test. PA 66 CHERRY,1000,13500,"2,32","2,44",9 x 2 gg (432),9,48,,1046,380,,44,,,,
X20-20015DN,"Ly200/78f18  dc tpm 1000 st. 4,2 (EC)",Lycra 200 902C,78f18 test. Z PA 6 nero,950,12000,"2,07","3,39",3 x 3 gg + 19 h (274),3,"91,33",,922,540,,44,,,,
X20-2001S+ZN,"Ly20/16f10 S+Z  tpm 1350 st. 3,0 (DA)",Lycra 20 77FF,16f10 parallelo PA 66,1310,19300,"0,53","0,6",2 x 8 gg + 22 h (428),2,214,,258,315,36,17,,,,
X20-2219V2S+ZF,"K 22-11f5 riciclato S+Z tpm 1900 st. 2,8",Mobilon 22 K,11f5 par recy. 60% PA 66,1810,19800,"0,33","0,54",2 x 16 gg + 22 h  (811),2,405,,440,310,36,17,14,,,
X20-2219V2ZF,"K 22-11f5 riciclato Z tpm 1900 st. 2,8",Mobilon 22 K,11f5 par. PA 66 recy 60%,1810,19800,"0,33","0,54",2 x 16 gg + 22 h  (811),2,406,,440,,,17,14,,,
X20-2219ZF1,"K22/11f7 recy 50 S+Z  tpm 1900 st. 2,8 (CI)",Mobilon 22 K,11f7 par. PA 66 recy 50%,1810,19700,"0,32","0,53",2 x 16 gg + 21 h (810),2,405,,440,295,,17,14,,,
X20-2219ZF1 11gg,"K22/11f7 recy 50 S+Z  tpm 1900 st. 2,8 (CI)",Mobilon 22 K,11f7 par. PA 66 recy 50%,1810,19700,"0,32","0,53",3 x 11 gg + 3 h (810),3,270,,440,200,,17,14,,,
X20-2222DN2,"KLC22 nero/11f7 recy nero dc tpm 2000 st. 2,9 (CL)",Mobilon 22 KLC nero,11f7 par. PA 66 recy 50% nero,1950,21000,"0,25","0,52",2 x 17 gg + 20 h (856),2,428,,,,,4,,,,
X20-2222DN2 mini,"KLC22 nero/11f7 recy nero dc tpm 2000 st. 2,9 (CL)",Mobilon 22 KLC nero,11f7 par. PA 66 recy 50% nero minispole,1950,21000,"0,25","0,52",2 x 17 gg + 20 h (856),2,428,,,316,,4,,,,
X20-2226S+ZN,"Ro22/22f20 S+Z tpm 1200 st. 3,2 (DC)",Roica 22 R84D,22f20 par. recy 50%  PA 66,1200,17500,"0,67","0,6",3 x 6 gg + 22 h (496),3,"165,33",,315,335,2,1,,,,
X20-2236S+ZN,"KL22/10f16 S+Z tpm 1400 st. 2,75 (CHF)",Mobilon 22 KL,10f16 parallelo PA 66 meryl elite,1400,18400,"0,38","0,65",2 x 12 gg + 19 h (615),2,"307,5",,435,275,36,17,,,,
X21-1298S+ZN,"Ly12/8f5 S+Z tpm 1600 stiro 2,8 (CI)",Lycra 12 777F,8f5 parallelo PA 66,1600,20400,"0,26","0,33",2 x 15 gg + 21 h (762),2,380,,250,270,36,17,,,,
X21-1299S+ZN,"Ly12/22f20 S+Z tpm 1200 stiro 2,75 (CHF)",Lycra 12 777F,22f20 test. Amni soul PA 66,1100,16300,"0,62","0,38",4 x 6 gg + 21 h (661),4,"165,25",,250,340,12,11,,,,
X21-13093V2DN,"Ly130/44f13x2/78f24x2  dc tpm 780 st. 4,15 (EBF)",Lycra 130 902C,44f13x2- 78f24x2 PA 66,780,14000,"3,87","3,28",13 x 1 gg + 1 h (321),13,"24,69",,1046,,,44,,,,
X21-13097DN,"Ro130/44f13 dc tpm 1150 stiro 4,2 (EC)",Roica 130 HS-C701,44f13 test. S PA 66,1150,18000,"1,57","2,83",2 x 3 gg + 22 h (187),2,"93,5",,530,445,,44,,,,
X21-13097DN-VARI COL,"Ro130/44f13 dc tpm 1150 stiro 4,2 (EC)",Roica 130 HS-C701,44f13 test. S PA 66 colori vari,1150,18000,"1,57","2,83",2 x 3 gg + 22 h (187),2,"93,5",,530,445,,44,,,,
X21-15696V7DN,"Ly 156/13f5 dc tpm 2000 stiro 3,15 (DBF)",Lycra 156 162C,13f5 parallelo PA 66,1850,18000,"0,48","2,29",2 x 9 gg   (429),2,"214,5",,1063,180,,33,,,,
X21-15696V8DN,"Ly 156/13f5 dc tpm 2000 stiro 3,7 (DH)",Lycra 156 162C,13f5 parallelo PA 66,1850,18500,"0,53","2,41",1 x 18 gg (432),2,429,2,1063,370,,33,,,,
X21-15699DF,"Ly156/11f5 miracosmo DC tpm 1900 stiro 3,64 (DEG)",Lycra 156 162C,11f5 miracosmo PA 6,1900,19000,"0,51","2,52",2 x 8 gg + 19 h (422),2,211,,1063,155,,33,18,,,
X21-1796ZN,"K17/8f5 Z tpm 750 st. 3,3 (DD)",Mobilon 17 K,8f5 miracosmo PA 6,750,17500,"0,48","0,72",3 x 6 gg + 20 h (492),3,164,,355,,,RD,,,,
X21-20094V2DN,"Ly200/44f13x2/78f24x2  dc tpm 780 st. 4,15 (EBF)",Lycra 200 902C,44f13x2- 78f24x2 PA 66,780,14000,"4,15","4,85",8 x 1 gg (190),8,"23,75",,922,,,44,,,,
X21-20098DN,"Ro200/44f13 DC tpm 1150 st. 4,2 (EC)",Roica 200 HS-C701,44f13 test. S PA 66,1150,18000,"1,82","4,2",3 x 3 gg + 7 h (238),3,"79,33",,1000,400,,44,,,,
X21-20098DN-VARI COL,"Ro200/44f13 DC tpm 1150 st. 4,2 (EC)",Roica 200 HS-C701,44f13 test. S PA 66 colori vari,1150,18000,"1,82","4,2",3 x 3 gg + 7 h (238),3,"79,33",,1000,400,,44,,,,
X21-20099DN1,"Ly 200/22f7 dc tpm 1500 st. 4,6 (EG)",Lycra 200 902C,22f7 test. S PA66,1450,19500,"0,99","3,28",2 x 5 gg + 20 h (278),2,139,,922,315,,61-2,,,,
X21-20099DN2,"Ly200/22f10 DC tpm 1500 st. 4,6 (EG)",Lycra 200 902C,22f10 test. S nero PA 66,1450,19500,"0,99","3,28",2 x 5 gg + 21 h (281),2,"140,5",,922,315,,61-2,,,,
X21-2099S+ZN mini,"Ly 20/13f10 S+Z tpm 1900 st. 2,8 (CI)",Lycra 20 188C,13f10 parallelo PA 66 minispole,1810,20800,"0,37","0,51",2 x 10 gg + 20 h  (521),2,260,,268,250,36,17,,,,
X21-2268DN,"K 22/11f7 dc tpm 2000 st. 2,9 (CL)",Mobilon 22 K,11f7 par. PA 66 recy 50%,1950,20800,"0,25","0,51",2 x 17 gg + 23 h (861),2,"430,5",,440,330,,29,,,,
X21-2268DN minispole,"K 22/11f7 dc tpm 2000 st. 2,9 (CL)",Mobilon 22 K,11f7 par. PA 66 recy 50% minispole,1950,20800,"0,25","0,51",2 x 17 gg + 23 h (861),2,"430,5",,440,330,,29,,,,
X21-2273ZF2,"K22/11f7 recy 50 S+Z  tpm 1900 st. 2,8 (CI)",Mobilon 22 KLC,11f7 par. PA 66 recy 50% nero,1810,19700,"0,32","0,53",2 x 16 gg + 21 h (810),2,405,,435,295,,17,14,,,
X21-2273ZF2 11 gg,"K22/11f7 recy 50 S+Z  tpm 1900 st. 2,8 (CI)",Mobilon 22 KLC,11f7 par. PA 66 recy 50% nero,1810,21000,"0,34","0,57",3 x 10 gg + 13 h (760),3,253,,435,200,,17,14,,,
X21-2273ZF2 21000,"K22/11f7 recy 50 S+Z  tpm 1900 st. 2,8 (CI)",Mobilon 22 KLC,11f7 par. PA 66 recy 50% nero,1810,21000,"0,34","0,57",2 x 15 gg + 20 h (760),2,380,,435,295,,17,14,,,
X21-2274S+ZN,"Ly22/8f5 S+Z tpm 2500 st. 3,6",Lycra 22 16AL,8f5 parallelo PA 66,2380,21000,"0,19","0,31",2 x 20 gg + 22 h (1004),2,502,,320,225,36,17,,,,
X21-2275S+ZN,"Cr22/22f7 S + Z tmp 1550 st. 3,2 GRS (DC)",Creora 22 H350,22f7 par. recy. 100% PA 6,1550,20200,"0,59","0,51",5 x 8 gg + 22 h (1072),5,214,,550,,39,3,,,,
X21-2276S+ZN,"Ro22/22f20 S + Z tpm1200 st. 3,0 (DA)",Roica 22 V550,22f20 amnisoul eco S + Z PA 66,1200,16000,"0,61","0,55",3 x 6 gg + 22 h (496),3,166,,,,,,,,,
X21-2278V4DN,"K 22-11f8 dc tpm 2100 st. 2,5 (CF)",Mobilon 22 K,1f8 miracosmo recy 83% PA 6,2100,20500,"0,24","0,54",2 x 16 gg + 22 h  (812),2,406,,440,275,,MIC,,,,
X21-2279S+ZN,"Cr22/44f30 S+Z tpm 600 st. 3,2 (DC)",Creora 22 H350,44f30 test. S+Z PA 66,600,12700,"1,77","0,86",5 x 4 gg + 20 h (580),5,116,,550,0,,,,,,
X21-2283S-ZN1,"Cr 22/44f34 s-z tpm 1000 st. 3,20 (DC)",Creora 22 H350,44f34 test s-z yees green recy. 100%  PA 6,900,15500,"1,39","0,77",8 x 3 gg + 10 h (656),8,82,,550,385,16,23,,,,
X21-2283S-ZN1,"Cr22/44f34 s-z tpm 1000 st. 3,20 (DC)",Creora 22 H350,44f34 test S+Z YEES GREEN PA 6,1000,15500,"1,67","0,77",8 x 3 gg + 10 h (657),8,"82,13",,550,385,16,23,,,,
X21-2283ZN,"Cr22/44f34 Z tpm 1000 st. 3,2 (DC)",Creora 22 H350,44f34 test. Z PA 6 GRS,1000,15500,"1,4","0,77",8 x 3 gg + 10 h (657),8,"82,13",,550,385,,23,,,,
X21-2284V2DN,"Ly22/8f5 dc tpm 2100 st. 3,4 (DE)",Lycra 22 16AL,8f5 riciclato 25% parallelo PA 66,2118,20200,"0,19","0,35",2x18 gg + 21 h (906),2,453,,320,,,29,,,,
X21-2286DN,"Ro22/78f70x2 DC tpm 700 st. 3,0 (DA)",Roica 22 B845,78f70x2 test. PA 6,700,11800,"4,34","0,75",15 x 1 gg + 21 h (676),15,"45,07",,510,750,,RD,,,,
X21-2291S+ZF,"K22/44f48 S tpm 600 st. 2,9 (CL)",Mobilon 22 K,44f48 test. Z  hydro recy. 50%  PA 66,580,14000,2,"1,13",8 x 1 gg + 23 h (379),8,"47,38",,440,370,16,23,10,,,
X21-2291SF,"K22/44f48 Z tpm 600 st. 2,9 (CL)",Mobilon 22 K,44f48 test. Z PA 66,580,15500,"2,28","1,25",7 x 2 gg + 2 h (350),7,50,,440,370,16,,10,,,
X21-2291ZF,"K22/44f48 S+Z tpm 600 st. 2,9 (CL)",Mobilon 22 K,44f48 test. S+Z  hydro recy. 50%  PA 66,580,14000,2,"1,13",8 x 1 gg + 23 h (379),8,"47,38",,440,370,,23,10,,,
X21-2291ZN,"K22/44f48 S tpm 600 st. 2,9 (CL)",Mobilon 22 K,44f48 test. Z  recy. 50%  PA 66,580,14000,2,"1,13",8 x 1 gg + 23 h (379),8,"47,38",,440,370,,23,,,,
X21-2297V2ZN1,"Cr22/78f24 Z tpm 600 st. 3,4 (DE)",Creora 22 C-100,78f24 test. S PA 6,600,13000,"2,96","0,73",8 x 2 gg + 20 h (544),8,68,,400,,,23,,,,
X21-2298ZN,"Cr22/83f144 Z tpm 800 st. 3,2 (DC)",Creora 22 H350,84f144 test. PES,800,12500,"2,27","0,61",20 x 1 gg + 23 h (931),20,"46,55",,550,640,,23,,,,
X21-23599V2DN,"Ly235/44f13x2/78f24x2  dc tpm 780 st. 4,15 (EBF)",Lycra 200 902C,44f13x2- 78f24x2 PA 66,780,14000,"4,33","6,3",7 x 22 h (157),7,"22,42",,922,,,40,,,,
X21-39599V6DN,"Ly395/78f24x2 dc tpm 700 st. 4,6 (EG)",Lycra 395 902C,78f24x2 test. PA 6,700,10800,"5,37","8,23",3 x 1 gg + 14 h (116),3,"40,08",,,685,,40,,,,
X21-39599V7DN0332,"Ly395/78f34x2 dc tpm 700 st. 4,6 (EG) Blu",Lycra 395 902C,78f34x2 test.  PA 66 Blue,700,10800,"5,37","7,94",3 x 1 gg + 14 h (116) /2,3,"40,08",2,,685,,40,,,,
X21-39599V7DN0333,"Ly395/78f34x2 dc tpm 700 st. 4,6 (EG) Grey",Lycra 395 902C,78f34x2 test. PA 66 Grey,700,10800,"5,37","7,94",3 x 1 gg + 14 h (116) /2,3,"40,08",2,,685,,40,,,,
X21-4480S+ZN,"Cr 44/22f7 S+Z tpm 1550 st. 3,2 (DC)",Creora 44 H350,22f7 test. S+Z yees green PA 66,1550,19200,"0,71","0,96",3 x 8 gg (576),3,192,,550,326,9,32,,,,
X21-4480SN,"Cr 44/22f7 S+Z tpm 1550 st. 3,2 (DC)",Creora 44 H350,22f7 test. S+Z yees green PA 66,1550,19200,"0,71","0,96",3 x 8 gg (576),3,192,,550,330,9,,,,,
X21-4480ZN,"Cr 44/22f7 S+Z tpm 1550 st. 3,2 (DC)",Creora 44 H350,22f7 test. S+Z yees green PA 66,1550,19200,"0,71","0,96",3 x 8 gg (576),3,192,,550,330,,32,,,,
X21-4481DN,"Ly 44/11f7 dc tpm 1750 st. 3,8 (DI)",Lycra 44 162C,11f7 poy PA 66,1750,21000,"0,33","0,86",2 x 12 gg + 10 h  (596),2,298,,517,265,,14,,,,
X21-4489V2S+ZN2,"Ly44/44f34 S+ Z tpm 750 st. 3,0 (DA)",Lycra 44 162C,44f34 test. S+Z  PA 66 nero,750,15500,"1,93","1,78",4 x 3 gg (290),4,"72,5",,517,445,22,41,,,,
X21-4489V3S+ZN,"Lycra 44/44f34 S+Z tpm 750 st. 3,0 (DA)",Lycra 44 162C,44f34 test. S+Z PA 6,750,16300,"2,01","1,82",4 x 2 gg + 23 h  (284),4,71,,517,430,22,41,,,,
X21-4489V3SN,"Lycra 44/44f34 S+Z tpm 750 st. 3,0 (DA)",Lycra 44 162C,44f34 test. S+Z PA 6,750,16300,"2,01","1,82",4 x 2 gg + 23 h  (284),4,71,,517,430,22,,,,,
X21-4489V3ZN,"Lycra 44/44f34 S+Z tpm 750 st. 3,0 (DA)",Lycra 44 162C,44f34 test. S+Z PA 6,750,16300,"2,01","1,82",4 x 2 gg + 23 h  (284),4,71,,517,430,,41,,,,
X21-4493ZN,"Cr44/44f34 Z tpm 2000 st. 3,2 (DC)",Creora 44 H350,44f34 test. Z PA 6 GRS,2000,21000,"0,58","0,85",8 x 3 gg + 4 h (609),8,"76,13",,550,110,,41,,,,
X21-4494ZN,"Ly44/17f3  Z tpm 2200 st. 3,6 (DG)",Lycra 44 162C,17f3 parallelo GRS PA 6,2200,21000,"0,45","0,7",3 x 7 gg + 22 h (571),3,"190,33",,517,205,,31,,,,
